令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
国　語,200,200,0,126.67,34.9,437209,0.6333,94,119,139,159,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
15,1382,1.21,*******,,,,,,,,,,,,,,,,,
16,1399,1.22,*******,,,,,,,,,,,,,,,,,
17,1472,1.29,********,,,,,,,,,,,,,,,,,
18,2256,1.97,************,,,,,,,,,,,,,,,,,
３段階,12730,11.128789,,,,,,,,,,,,,,,,,,
19,2126,1.86,***********,,,,,,,,,,,,,,,,,
20,2142,1.87,***********,,,,,,,,,,,,,,,,,
21,3106,2.72,****************,,,,,,,,,,,,,,,,,
22,2680,2.34,**************,,,,,,,,,,,,,,,,,
23,2676,2.34,**************,,,,,,,,,,,,,,,,,
４段階,22307,19.501171,,,,,,,,,,,,,,,,,,
24,4113,3.6,**********************,,,,,,,,,,,,,,,,,
25,3018,2.64,****************,,,,,,,,,,,,,,,,,
26,3262,2.85,*****************,,,,,,,,,,,,,,,,,
27,4751,4.15,*************************,,,,,,,,,,,,,,,,,
28,3280,2.87,*****************,,,,,,,,,,,,,,,,,
29,3883,3.39,********************,,,,,,,,,,,,,,,,,
５段階,21743,19.008112,,,,,,,,,,,,,,,,,,
30,5399,4.72,****************************,,,,,,,,,,,,,,,,,
31,3273,2.86,*****************,,,,,,,,,,,,,,,,,
32,4361,3.81,***********************,,,,,,,,,,,,,,,,,
33,5708,4.99,******************************,,,,,,,,,,,,,,,,,
34,3002,2.62,****************,,,,,,,,,,,,,,,,,
６段階,18329,16.023533,,,,,,,,,,,,,,,,,,
35,5029,4.4,**************************,,,,,,,,,,,,,,,,,
36,5363,4.69,****************************,,,,,,,,,,,,,,,,,
37,2486,2.17,*************,,,,,,,,,,,,,,,,,
38,5451,4.77,*****************************,,,,,,,,,,,,,,,,,
７段階,15512,13.560863,,,,,,,,,,,,,,,,,,
39,4931,4.31,**************************,,,,,,,,,,,,,,,,,
40,1672,1.46,*********,,,,,,,,,,,,,,,,,
41,5474,4.79,*****************************,,,,,,,,,,,,,,,,,
42,3435,3,******************,,,,,,,,,,,,,,,,,
８段階,7815,6.83201,,,,,,,,,,,,,,,,,,
43,864,0.76,*****,,,,,,,,,,,,,,,,,
44,4885,4.27,**************************,,,,,,,,,,,,,,,,,
45,1836,1.61,**********,,,,,,,,,,,,,,,,,
46,230,0.2,*,,,,,,,,,,,,,,,,,
９段階,4947,4.324754,,,,,,,,,,,,,,,,,,
47,3272,2.86,*****************,,,,,,,,,,,,,,,,,
48,478,0.42,***,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,1197,1.05,******,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
地学基礎,50,50,0,34.49,9.54,46285,0.6897,26,33,38,43,0～15,16～21,22～26,27～32,33～37,38～42,43～45,46～46,47～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,1704,3.681538,,,,,,,,,,,,,,,,,,
0,52,0.11,*,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,36,0.08,,,,,,,,,,,,,,,,,,
4,24,0.05,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,80,0.17,*,,,,,,,,,,,,,,,,,
7,96,0.21,*,,,,,,,,,,,,,,,,,
8,28,0.06,,,,,,,,,,,,,,,,,,
9,115,0.25,*,,,,,,,,,,,,,,,,,
10,209,0.45,***,,,,,,,,,,,,,,,,,
11,122,0.26,**,,,,,,,,,,,,,,,,,
12,131,0.28,**,,,,,,,,,,,,,,,,,
13,380,0.82,*****,,,,,,,,,,,,,,,,,
14,286,0.62,****,,,,,,,,,,,,,,,,,
15,145,0.31,**,,,,,,,,,,,,,,,,,
２段階,3313,7.157826,,,,,,,,,,,,,,,,,,
16,487,1.05,******,,,,,,,,,,,,,,,,,
17,611,1.32,********,,,,,,,,,,,,,,,,,
18,252,0.54,***,,,,,,,,,,,,,,,,,
19,486,1.05,******,,,,,,,,,,,,,,,,,
20,925,2,************,,,,,,,,,,,,,,,,,
21,552,1.19,*******,,,,,,,,,,,,,,,,,
３段階,4401,9.50848,,,,,,,,,,,,,,,,,,
22,516,1.11,*******,,,,,,,,,,,,,,,,,
23,1191,2.57,***************,,,,,,,,,,,,,,,,,
24,949,2.05,************,,,,,,,,,,,,,,,,,
25,508,1.1,*******,,,,,,,,,,,,,,,,,
26,1237,2.67,****************,,,,,,,,,,,,,,,,,
４段階,7613,16.448093,,,,,,,,,,,,,,,,,,
27,1554,3.36,********************,,,,,,,,,,,,,,,,,
28,688,1.49,*********,,,,,,,,,,,,,,,,,
29,1155,2.5,***************,,,,,,,,,,,,,,,,,
30,2084,4.5,***************************,,,,,,,,,,,,,,,,,
31,1189,2.57,***************,,,,,,,,,,,,,,,,,
32,943,2.04,************,,,,,,,,,,,,,,,,,
５段階,9851,21.283353,,,,,,,,,,,,,,,,,,
33,2271,4.91,*****************************,,,,,,,,,,,,,,,,,
34,1920,4.15,*************************,,,,,,,,,,,,,,,,,
35,766,1.65,**********,,,,,,,,,,,,,,,,,
36,1993,4.31,**************************,,,,,,,,,,,,,,,,,
37,2901,6.27,**************************************,,,,,,,,,,,,,,,,,
６段階,7939,17.152425,,,,,,,,,,,,,,,,,,
38,1033,2.23,*************,,,,,,,,,,,,,,,,,
39,1280,2.77,*****************,,,,,,,,,,,,,,,,,
40,3378,7.3,****************************************,OV,,,,,,,,,,,,,,,,
41,1961,4.24,*************************,,,,,,,,,,,,,,,,,
42,287,0.62,****,,,,,,,,,,,,,,,,,
７段階,5765,12.455439,,,,,,,,,,,,,,,,,,
43,2797,6.04,************************************,,,,,,,,,,,,,,,,,
44,2968,6.41,**************************************,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
８段階,833,1.799719,,,,,,,,,,,,,,,,,,
46,833,1.8,***********,,,,,,,,,,,,,,,,,
９段階,4866,10.513125,,,,,,,,,,,,,,,,,,
47,3529,7.62,****************************************,OV,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,1337,2.89,*****************,,,,,,,,,,,,,,,,,
令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
理科,100,100,0,53.56,21.27,523967,0.5356,33,47,60,73,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
0,925,0.18,*,,,,,,,,,,,,,,,,,
1,10,0,,,,,,,,,,,,,,,,,,
2,4,0,,,,,,,,,,,,,,,,,,
3,193,0.04,,,,,,,,,,,,,,,,,,
4,186,0.04,,,,,,,,,,,,,,,,,,
5,294,0.06,,,,,,,,,,,,,,,,,,
6,363,0.07,,,,,,,,,,,,,,,,,,
7,435,0.08,,,,,,,,,,,,,,,,,,
8,605,0.12,*,,,,,,,,,,,,,,,,,
9,825,0.16,*,,,,,,,,,,,,,,,,,
10,1198,0.23,*,,,,,,,,,,,,,,,,,
11,881,0.17,*,,,,,,,,,,,,,,,,,
12,1579,0.3,**,,,,,,,,,,,,,,,,,
13,2309,0.44,***,,,,,,,,,,,,,,,,,
14,1929,0.37,**,,,,,,,,,,,,,,,,,
15,2289,0.44,***,,,,,,,,,,,,,,,,,
16,3236,0.62,****,,,,,,,,,,,,,,,,,
17,3184,0.61,****,,,,,,,,,,,,,,,,,
18,3249,0.62,****,,,,,,,,,,,,,,,,,
19,4024,0.77,*****,,,,,,,,,,,,,,,,,
20,4385,0.84,*****,,,,,,,,,,,,,,,,,
21,4186,0.8,*****,,,,,,,,,,,,,,,,,
22,4971,0.95,******,,,,,,,,,,,,,,,,,
23,5396,1.03,******,,,,,,,,,,,,,,,,,
24,5083,0.97,******,,,,,,,,,,,,,,,,,
25,5326,1.02,******,,,,,,,,,,,,,,,,,
26,6053,1.16,*******,,,,,,,,,,,,,,,,,
27,5782,1.1,*******,,,,,,,,,,,,,,,,,
28,5876,1.12,*******,,,,,,,,,,,,,,,,,
29,6464,1.23,*******,,,,,,,,,,,,,,,,,
30,6463,1.23,*******,,,,,,,,,,,,,,,,,
31,6229,1.19,*******,,,,,,,,,,,,,,,,,
32,6648,1.27,********,,,,,,,,,,,,,,,,,
33,6776,1.29,********,,,,,,,,,,,,,,,,,
34,6663,1.27,********,,,,,,,,,,,,,,,,,
35,6858,1.31,********,,,,,,,,,,,,,,,,,
36,7133,1.36,********,,,,,,,,,,,,,,,,,
37,6928,1.32,********,,,,,,,,,,,,,,,,,
38,7026,1.34,********,,,,,,,,,,,,,,,,,
39,7534,1.44,*********,,,,,,,,,,,,,,,,,
40,7456,1.42,*********,,,,,,,,,,,,,,,,,
41,7130,1.36,********,,,,,,,,,,,,,,,,,
42,7548,1.44,*********,,,,,,,,,,,,,,,,,
43,7718,1.47,*********,,,,,,,,,,,,,,,,,
44,7632,1.46,*********,,,,,,,,,,,,,,,,,
45,7688,1.47,*********,,,,,,,,,,,,,,,,,
46,7964,1.52,*********,,,,,,,,,,,,,,,,,
47,7647,1.46,*********,,,,,,,,,,,,,,,,,
48,7755,1.48,*********,,,,,,,,,,,,,,,,,
49,8048,1.54,*********,,,,,,,,,,,,,,,,,
50,7962,1.52,*********,,,,,,,,,,,,,,,,,
51,7929,1.51,*********,,,,,,,,,,,,,,,,,
52,8298,1.58,**********,,,,,,,,,,,,,,,,,
53,8018,1.53,*********,,,,,,,,,,,,,,,,,
54,8158,1.56,*********,,,,,,,,,,,,,,,,,
55,8389,1.6,**********,,,,,,,,,,,,,,,,,
56,7986,1.52,*********,,,,,,,,,,,,,,,,,
57,7974,1.52,*********,,,,,,,,,,,,,,,,,
58,8314,1.59,**********,,,,,,,,,,,,,,,,,
59,8400,1.6,**********,,,,,,,,,,,,,,,,,
60,8223,1.57,*********,,,,,,,,,,,,,,,,,
61,8299,1.58,**********,,,,,,,,,,,,,,,,,
62,8152,1.56,*********,,,,,,,,,,,,,,,,,
63,8293,1.58,*********,,,,,,,,,,,,,,,,,
64,8338,1.59,**********,,,,,,,,,,,,,,,,,
65,7818,1.49,*********,,,,,,,,,,,,,,,,,
66,8252,1.57,*********,,,,,,,,,,,,,,,,,
67,7940,1.52,*********,,,,,,,,,,,,,,,,,
68,7583,1.45,*********,,,,,,,,,,,,,,,,,
69,8108,1.55,*********,,,,,,,,,,,,,,,,,
70,7915,1.51,*********,,,,,,,,,,,,,,,,,
71,7085,1.35,********,,,,,,,,,,,,,,,,,
72,7601,1.45,*********,,,,,,,,,,,,,,,,,
73,7462,1.42,*********,,,,,,,,,,,,,,,,,
74,6566,1.25,********,,,,,,,,,,,,,,,,,
75,6890,1.31,********,,,,,,,,,,,,,,,,,
76,7119,1.36,********,,,,,,,,,,,,,,,,,
77,6078,1.16,*******,,,,,,,,,,,,,,,,,
78,6136,1.17,*******,,,,,,,,,,,,,,,,,
79,6582,1.26,********,,,,,,,,,,,,,,,,,
80,5716,1.09,*******,,,,,,,,,,,,,,,,,
81,5166,0.99,******,,,,,,,,,,,,,,,,,
82,6026,1.15,*******,,,,,,,,,,,,,,,,,
83,4752,0.91,*****,,,,,,,,,,,,,,,,,
84,3802,0.73,****,,,,,,,,,,,,,,,,,
85,5341,1.02,******,,,,,,,,,,,,,,,,,
86,4361,0.83,*****,,,,,,,,,,,,,,,,,
87,4358,0.83,*****,,,,,,,,,,,,,,,,,
88,2868,0.55,***,,,,,,,,,,,,,,,,,
89,1991,0.38,**,,,,,,,,,,,,,,,,,
90,5522,1.05,******,,,,,,,,,,,,,,,,,
91,2871,0.55,***,,,,,,,,,,,,,,,,,
92,1952,0.37,**,,,,,,,,,,,,,,,,,
93,1059,0.2,*,,,,,,,,,,,,,,,,,
94,1421,0.27,**,,,,,,,,,,,,,,,,,
95,4884,0.93,******,,,,,,,,,,,,,,,,,
96,547,0.1,*,,,,,,,,,,,,,,,,,
97,1163,0.22,*,,,,,,,,,,,,,,,,,
98,33,0.01,,,,,,,,,,,,,,,,,,
99,2,0,,,,,,,,,,,,,,,,,,
100,2180,0.42,**,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
物理基礎／化学基礎／生物基礎／地学基礎,100,100,0,59.95,17.59,135066,0.5995,43,55,65,76,0～27,28～36,37～45,46～55,56～65,66～74,75～81,82～87,88～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,4994,3.697451,,,,,,,,,,,,,,,,,,
0,25,0.02,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,1,0,,,,,,,,,,,,,,,,,,
3,6,0,,,,,,,,,,,,,,,,,,
4,4,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,22,0.02,,,,,,,,,,,,,,,,,,
7,19,0.01,,,,,,,,,,,,,,,,,,
8,13,0.01,,,,,,,,,,,,,,,,,,
9,29,0.02,,,,,,,,,,,,,,,,,,
10,38,0.03,,,,,,,,,,,,,,,,,,
11,25,0.02,,,,,,,,,,,,,,,,,,
12,64,0.05,,,,,,,,,,,,,,,,,,
13,87,0.06,,,,,,,,,,,,,,,,,,
14,62,0.05,,,,,,,,,,,,,,,,,,
15,112,0.08,,,,,,,,,,,,,,,,,,
16,170,0.13,*,,,,,,,,,,,,,,,,,
17,140,0.1,*,,,,,,,,,,,,,,,,,
18,204,0.15,*,,,,,,,,,,,,,,,,,
19,282,0.21,*,,,,,,,,,,,,,,,,,
20,255,0.19,*,,,,,,,,,,,,,,,,,
21,319,0.24,*,,,,,,,,,,,,,,,,,
22,405,0.3,**,,,,,,,,,,,,,,,,,
23,459,0.34,**,,,,,,,,,,,,,,,,,
24,442,0.33,**,,,,,,,,,,,,,,,,,
25,569,0.42,***,,,,,,,,,,,,,,,,,
26,610,0.45,***,,,,,,,,,,,,,,,,,
27,632,0.47,***,,,,,,,,,,,,,,,,,
２段階,9532,7.05729,,,,,,,,,,,,,,,,,,
28,778,0.58,***,,,,,,,,,,,,,,,,,
29,831,0.62,****,,,,,,,,,,,,,,,,,
30,867,0.64,****,,,,,,,,,,,,,,,,,
31,972,0.72,****,,,,,,,,,,,,,,,,,
32,1067,0.79,*****,,,,,,,,,,,,,,,,,
33,1119,0.83,*****,,,,,,,,,,,,,,,,,
34,1226,0.91,*****,,,,,,,,,,,,,,,,,
35,1287,0.95,******,,,,,,,,,,,,,,,,,
36,1385,1.03,******,,,,,,,,,,,,,,,,,
３段階,15511,11.484015,,,,,,,,,,,,,,,,,,
37,1442,1.07,******,,,,,,,,,,,,,,,,,
38,1515,1.12,*******,,,,,,,,,,,,,,,,,
39,1584,1.17,*******,,,,,,,,,,,,,,,,,
40,1717,1.27,********,,,,,,,,,,,,,,,,,
41,1731,1.28,********,,,,,,,,,,,,,,,,,
42,1797,1.33,********,,,,,,,,,,,,,,,,,
43,1883,1.39,********,,,,,,,,,,,,,,,,,
44,1847,1.37,********,,,,,,,,,,,,,,,,,
45,1995,1.48,*********,,,,,,,,,,,,,,,,,
４段階,22986,17.018346,,,,,,,,,,,,,,,,,,
46,2101,1.56,*********,,,,,,,,,,,,,,,,,
47,1995,1.48,*********,,,,,,,,,,,,,,,,,
48,2133,1.58,*********,,,,,,,,,,,,,,,,,
49,2327,1.72,**********,,,,,,,,,,,,,,,,,
50,2176,1.61,**********,,,,,,,,,,,,,,,,,
51,2320,1.72,**********,,,,,,,,,,,,,,,,,
52,2517,1.86,***********,,,,,,,,,,,,,,,,,
53,2304,1.71,**********,,,,,,,,,,,,,,,,,
54,2492,1.85,***********,,,,,,,,,,,,,,,,,
55,2621,1.94,************,,,,,,,,,,,,,,,,,
５段階,26861,19.887314,,,,,,,,,,,,,,,,,,
56,2235,1.65,**********,,,,,,,,,,,,,,,,,
57,2623,1.94,************,,,,,,,,,,,,,,,,,
58,2750,2.04,************,,,,,,,,,,,,,,,,,
59,2480,1.84,***********,,,,,,,,,,,,,,,,,
60,2753,2.04,************,,,,,,,,,,,,,,,,,
61,2965,2.2,*************,,,,,,,,,,,,,,,,,
62,2598,1.92,************,,,,,,,,,,,,,,,,,
63,2840,2.1,*************,,,,,,,,,,,,,,,,,
64,3086,2.28,**************,,,,,,,,,,,,,,,,,
65,2531,1.87,***********,,,,,,,,,,,,,,,,,
６段階,24314,18.001569,,,,,,,,,,,,,,,,,,
66,2879,2.13,*************,,,,,,,,,,,,,,,,,
67,2916,2.16,*************,,,,,,,,,,,,,,,,,
68,2592,1.92,************,,,,,,,,,,,,,,,,,
69,2817,2.09,*************,,,,,,,,,,,,,,,,,
70,2984,2.21,*************,,,,,,,,,,,,,,,,,
71,2377,1.76,***********,,,,,,,,,,,,,,,,,
72,2618,1.94,************,,,,,,,,,,,,,,,,,
73,2853,2.11,*************,,,,,,,,,,,,,,,,,
74,2278,1.69,**********,,,,,,,,,,,,,,,,,
７段階,15457,11.444034,,,,,,,,,,,,,,,,,,
75,2421,1.79,***********,,,,,,,,,,,,,,,,,
76,2715,2.01,************,,,,,,,,,,,,,,,,,
77,2120,1.57,*********,,,,,,,,,,,,,,,,,
78,2184,1.62,**********,,,,,,,,,,,,,,,,,
79,2439,1.81,***********,,,,,,,,,,,,,,,,,
80,1797,1.33,********,,,,,,,,,,,,,,,,,
81,1781,1.32,********,,,,,,,,,,,,,,,,,
８段階,8902,6.590851,,,,,,,,,,,,,,,,,,
82,2152,1.59,**********,,,,,,,,,,,,,,,,,
83,1332,0.99,******,,,,,,,,,,,,,,,,,
84,1428,1.06,******,,,,,,,,,,,,,,,,,
85,1974,1.46,*********,,,,,,,,,,,,,,,,,
86,990,0.73,****,,,,,,,,,,,,,,,,,
87,1026,0.76,*****,,,,,,,,,,,,,,,,,
９段階,6509,4.819125,,,,,,,,,,,,,,,,,,
88,1626,1.2,*******,,,,,,,,,,,,,,,,,
89,621,0.46,***,,,,,,,,,,,,,,,,,
90,644,0.48,***,,,,,,,,,,,,,,,,,
91,1233,0.91,*****,,,,,,,,,,,,,,,,,
92,290,0.21,*,,,,,,,,,,,,,,,,,
93,267,0.2,*,,,,,,,,,,,,,,,,,
94,976,0.72,****,,,,,,,,,,,,,,,,,
95,134,0.1,*,,,,,,,,,,,,,,,,,
96,66,0.05,,,,,,,,,,,,,,,,,,
97,500,0.37,**,,,,,,,,,,,,,,,,,
98,32,0.02,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,120,0.09,*,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
物理,100,100,0,58.96,22.72,144761,0.5896,37,53,67,80,0～16,17～27,28～40,41～53,54～66,67～78,79～86,87～94,95～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,5150,3.557588,,,,,,,,,,,,,,,,,,
0,154,0.11,*,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,93,0.06,,,,,,,,,,,,,,,,,,
4,101,0.07,,,,,,,,,,,,,,,,,,
5,254,0.18,*,,,,,,,,,,,,,,,,,
6,78,0.05,,,,,,,,,,,,,,,,,,
7,149,0.1,*,,,,,,,,,,,,,,,,,
8,415,0.29,**,,,,,,,,,,,,,,,,,
9,301,0.21,*,,,,,,,,,,,,,,,,,
10,406,0.28,**,,,,,,,,,,,,,,,,,
11,333,0.23,*,,,,,,,,,,,,,,,,,
12,449,0.31,**,,,,,,,,,,,,,,,,,
13,641,0.44,***,,,,,,,,,,,,,,,,,
14,559,0.39,**,,,,,,,,,,,,,,,,,
15,581,0.4,**,,,,,,,,,,,,,,,,,
16,636,0.44,***,,,,,,,,,,,,,,,,,
２段階,10020,6.921753,,,,,,,,,,,,,,,,,,
17,740,0.51,***,,,,,,,,,,,,,,,,,
18,777,0.54,***,,,,,,,,,,,,,,,,,
19,711,0.49,***,,,,,,,,,,,,,,,,,
20,793,0.55,***,,,,,,,,,,,,,,,,,
21,852,0.59,****,,,,,,,,,,,,,,,,,
22,947,0.65,****,,,,,,,,,,,,,,,,,
23,941,0.65,****,,,,,,,,,,,,,,,,,
24,1063,0.73,****,,,,,,,,,,,,,,,,,
25,1047,0.72,****,,,,,,,,,,,,,,,,,
26,1044,0.72,****,,,,,,,,,,,,,,,,,
27,1105,0.76,*****,,,,,,,,,,,,,,,,,
３段階,18151,12.538598,,,,,,,,,,,,,,,,,,
28,1121,0.77,*****,,,,,,,,,,,,,,,,,
29,1201,0.83,*****,,,,,,,,,,,,,,,,,
30,1278,0.88,*****,,,,,,,,,,,,,,,,,
31,1302,0.9,*****,,,,,,,,,,,,,,,,,
32,1265,0.87,*****,,,,,,,,,,,,,,,,,
33,1293,0.89,*****,,,,,,,,,,,,,,,,,
34,1361,0.94,******,,,,,,,,,,,,,,,,,
35,1511,1.04,******,,,,,,,,,,,,,,,,,
36,1467,1.01,******,,,,,,,,,,,,,,,,,
37,1422,0.98,******,,,,,,,,,,,,,,,,,
38,1608,1.11,*******,,,,,,,,,,,,,,,,,
39,1661,1.15,*******,,,,,,,,,,,,,,,,,
40,1661,1.15,*******,,,,,,,,,,,,,,,,,
４段階,24454,16.892671,,,,,,,,,,,,,,,,,,
41,1631,1.13,*******,,,,,,,,,,,,,,,,,
42,1795,1.24,*******,,,,,,,,,,,,,,,,,
43,1849,1.28,********,,,,,,,,,,,,,,,,,
44,1853,1.28,********,,,,,,,,,,,,,,,,,
45,1759,1.22,*******,,,,,,,,,,,,,,,,,
46,1835,1.27,********,,,,,,,,,,,,,,,,,
47,1960,1.35,********,,,,,,,,,,,,,,,,,
48,1952,1.35,********,,,,,,,,,,,,,,,,,
49,1944,1.34,********,,,,,,,,,,,,,,,,,
50,1943,1.34,********,,,,,,,,,,,,,,,,,
51,2022,1.4,********,,,,,,,,,,,,,,,,,
52,1949,1.35,********,,,,,,,,,,,,,,,,,
53,1962,1.36,********,,,,,,,,,,,,,,,,,
５段階,27768,19.181961,,,,,,,,,,,,,,,,,,
54,2061,1.42,*********,,,,,,,,,,,,,,,,,
55,2092,1.45,*********,,,,,,,,,,,,,,,,,
56,2053,1.42,*********,,,,,,,,,,,,,,,,,
57,2038,1.41,********,,,,,,,,,,,,,,,,,
58,2146,1.48,*********,,,,,,,,,,,,,,,,,
59,2233,1.54,*********,,,,,,,,,,,,,,,,,
60,2171,1.5,*********,,,,,,,,,,,,,,,,,
61,2124,1.47,*********,,,,,,,,,,,,,,,,,
62,2132,1.47,*********,,,,,,,,,,,,,,,,,
63,2144,1.48,*********,,,,,,,,,,,,,,,,,
64,2279,1.57,*********,,,,,,,,,,,,,,,,,
65,2148,1.48,*********,,,,,,,,,,,,,,,,,
66,2147,1.48,*********,,,,,,,,,,,,,,,,,
６段階,25676,17.736821,,,,,,,,,,,,,,,,,,
67,2156,1.49,*********,,,,,,,,,,,,,,,,,
68,2168,1.5,*********,,,,,,,,,,,,,,,,,
69,2169,1.5,*********,,,,,,,,,,,,,,,,,
70,2144,1.48,*********,,,,,,,,,,,,,,,,,
71,2197,1.52,*********,,,,,,,,,,,,,,,,,
72,2192,1.51,*********,,,,,,,,,,,,,,,,,
73,2075,1.43,*********,,,,,,,,,,,,,,,,,
74,2065,1.43,*********,,,,,,,,,,,,,,,,,
75,2261,1.56,*********,,,,,,,,,,,,,,,,,
76,2010,1.39,********,,,,,,,,,,,,,,,,,
77,2053,1.42,*********,,,,,,,,,,,,,,,,,
78,2186,1.51,*********,,,,,,,,,,,,,,,,,
７段階,15677,10.829574,,,,,,,,,,,,,,,,,,
79,1855,1.28,********,,,,,,,,,,,,,,,,,
80,2077,1.43,*********,,,,,,,,,,,,,,,,,
81,2086,1.44,*********,,,,,,,,,,,,,,,,,
82,2241,1.55,*********,,,,,,,,,,,,,,,,,
83,1678,1.16,*******,,,,,,,,,,,,,,,,,
84,1303,0.9,*****,,,,,,,,,,,,,,,,,
85,2462,1.7,**********,,,,,,,,,,,,,,,,,
86,1975,1.36,********,,,,,,,,,,,,,,,,,
８段階,10475,7.236064,,,,,,,,,,,,,,,,,,
87,2252,1.56,*********,,,,,,,,,,,,,,,,,
88,770,0.53,***,,,,,,,,,,,,,,,,,
89,565,0.39,**,,,,,,,,,,,,,,,,,
90,3894,2.69,****************,,,,,,,,,,,,,,,,,
91,1286,0.89,*****,,,,,,,,,,,,,,,,,
92,1457,1.01,******,,,,,,,,,,,,,,,,,
93,150,0.1,*,,,,,,,,,,,,,,,,,
94,101,0.07,,,,,,,,,,,,,,,,,,
９段階,7390,5.104966,,,,,,,,,,,,,,,,,,
95,4708,3.25,********************,,,,,,,,,,,,,,,,,
96,324,0.22,*,,,,,,,,,,,,,,,,,
97,389,0.27,**,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,1969,1.36,********,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
化学,100,100,0,45.34,20.02,183154,0.4534,26,37,50,64,0～15,16～20,21～27,28～36,37～49,50～61,62～72,73～81,82～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,7341,4.008102,,,,,,,,,,,,,,,,,,
0,59,0.03,,,,,,,,,,,,,,,,,,
1,10,0.01,,,,,,,,,,,,,,,,,,
2,2,0,,,,,,,,,,,,,,,,,,
3,89,0.05,,,,,,,,,,,,,,,,,,
4,66,0.04,,,,,,,,,,,,,,,,,,
5,24,0.01,,,,,,,,,,,,,,,,,,
6,251,0.14,*,,,,,,,,,,,,,,,,,
7,239,0.13,*,,,,,,,,,,,,,,,,,
8,136,0.07,,,,,,,,,,,,,,,,,,
9,459,0.25,**,,,,,,,,,,,,,,,,,
10,696,0.38,**,,,,,,,,,,,,,,,,,
11,424,0.23,*,,,,,,,,,,,,,,,,,
12,922,0.5,***,,,,,,,,,,,,,,,,,
13,1444,0.79,*****,,,,,,,,,,,,,,,,,
14,1136,0.62,****,,,,,,,,,,,,,,,,,
15,1384,0.76,*****,,,,,,,,,,,,,,,,,
２段階,11695,6.385336,,,,,,,,,,,,,,,,,,
16,2162,1.18,*******,,,,,,,,,,,,,,,,,
17,2020,1.1,*******,,,,,,,,,,,,,,,,,
18,1951,1.07,******,,,,,,,,,,,,,,,,,
19,2668,1.46,*********,,,,,,,,,,,,,,,,,
20,2894,1.58,*********,,,,,,,,,,,,,,,,,
